#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:NewYork" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="50" id="bPopSizes.t:NewYork" lower="0.0" name="popSizes" spec="beast.core.parameter.RealParameter">380.0</parameter>
#            <groupSizes dimension="50" id="bGroupSizes.t:NewYork" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:NewYork" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:NewYork" spec="beast.evolution.tree.Tree">
#                    <trait id="dateTrait.t:NewYork" spec="beast.evolution.tree.TraitSet" traitname="date" value="NewYork_100_2002.08=2002.08,NewYork_101_2002.12=2002.12,NewYork_102_2002.08=2002.08,NewYork_103_2002.09=2002.09,NewYork_104_2002.07=2002.07,NewYork_105_2002.12=2002.12,NewYork_106_2002.07=2002.07,NewYork_107_2002.06=2002.06,NewYork_108_2002.1=2002.1,NewYork_109_2002.1=2002.1,NewYork_110_2002.1=2002.1,NewYork_111_2002.12=2002.12,NewYork_112_2002.1=2002.1,NewYork_113_2002.1=2002.1,NewYork_114_2002.19=2002.19,NewYork_115_2002.12=2002.12,NewYork_116_2002.1=2002.1,NewYork_117_2002.11=2002.11,NewYork_118_2002.1=2002.1,NewYork_119_2002.1=2002.1,NewYork_11_2003.85=2003.85,NewYork_120_2002.16=2002.16,NewYork_121_2002.18=2002.18,NewYork_122_2002.24=2002.24,NewYork_124_2001.93=2001.93,NewYork_125_2002.06=2002.06,NewYork_126_2002.18=2002.18,NewYork_127_2002.02=2002.02,NewYork_128_2002.09=2002.09,NewYork_129_2002.14=2002.14,NewYork_12_2003.97=2003.97,NewYork_130_2002.21=2002.21,NewYork_132_2002.09=2002.09,NewYork_133_2002.12=2002.12,NewYork_134_2002.03=2002.03,NewYork_135_2002.14=2002.14,NewYork_136_2002.23=2002.23,NewYork_13_2003.88=2003.88,NewYork_140_2000.01=2000.01,NewYork_148_2000.13=2000.13,NewYork_14_2003.94=2003.94,NewYork_150_2000.09=2000.09,NewYork_164_2000.01=2000.01,NewYork_165_2000.07=2000.07,NewYork_167_2000.01=2000.01,NewYork_168_2000.02=2000.02,NewYork_169_2000.02=2000.02,NewYork_16_2003.88=2003.88,NewYork_170_2000.03=2000.03,NewYork_171_2000.01=2000.01,NewYork_173_2000.11=2000.11,NewYork_174_2000.03=2000.03,NewYork_175_2000.03=2000.03,NewYork_176_2000.18=2000.18,NewYork_178_2000.18=2000.18,NewYork_17_2003.9=2003.9,NewYork_180_2000.13=2000.13,NewYork_182_2000.15=2000.15,NewYork_187_2000.09=2000.09,NewYork_18_2003.94=2003.94,NewYork_192_2003.12=2003.12,NewYork_193_2003.16=2003.16,NewYork_194_2003.12=2003.12,NewYork_195_2003.15=2003.15,NewYork_196_2003.16=2003.16,NewYork_197_2003.22=2003.22,NewYork_198_2003.2=2003.2,NewYork_199_2003.24=2003.24,NewYork_19_2003.98=2003.98,NewYork_1_2003.84=2003.84,NewYork_201_2003.29=2003.29,NewYork_202_2003.28=2003.28,NewYork_203_2003.37=2003.37,NewYork_204_2003.64=2003.64,NewYork_20_2003.94=2003.94,NewYork_213_2003.33=2003.33,NewYork_214_2003.33=2003.33,NewYork_215_2003.33=2003.33,NewYork_216_2003.33=2003.33,NewYork_21_2003.92=2003.92,NewYork_22_2003.94=2003.94,NewYork_23_2003.98=2003.98,NewYork_267_2003.93=2003.93,NewYork_268_2003.93=2003.93,NewYork_269_2003.93=2003.93,NewYork_26_2003.94=2003.94,NewYork_270_2003.9=2003.9,NewYork_271_2003.93=2003.93,NewYork_272_2003.93=2003.93,NewYork_273_2002.01=2002.01,NewYork_274_2002.18=2002.18,NewYork_275_2002.03=2002.03,NewYork_276_2002.2=2002.2,NewYork_301_2001.08=2001.08,NewYork_39_2003.95=2003.95,NewYork_3_2003.96=2003.96,NewYork_401_2001.91=2001.91,NewYork_402_2002.01=2002.01,NewYork_403_2002.03=2002.03,NewYork_404_2002.03=2002.03,NewYork_405_2002.04=2002.04,NewYork_406_2002.04=2002.04,NewYork_407_2002.04=2002.04,NewYork_408_2002.05=2002.05,NewYork_409_2002.06=2002.06,NewYork_40_2003.95=2003.95,NewYork_410_2002.06=2002.06,NewYork_411_2002.08=2002.08,NewYork_412_2002.11=2002.11,NewYork_413_2002.13=2002.13,NewYork_414_2002.14=2002.14,NewYork_415_2002.16=2002.16,NewYork_416_2002.18=2002.18,NewYork_418_2002.06=2002.06,NewYork_419_2002.07=2002.07,NewYork_41_2003.96=2003.96,NewYork_420_2002.1=2002.1,NewYork_421_2000.02=2000.02,NewYork_427_2000.01=2000.01,NewYork_429_2000.02=2000.02,NewYork_42_2003.96=2003.96,NewYork_430_2000.02=2000.02,NewYork_431_2000.02=2000.02,NewYork_432_2000.03=2000.03,NewYork_433_2000.03=2000.03,NewYork_434_2000.04=2000.04,NewYork_435_2000.04=2000.04,NewYork_436_2000.04=2000.04,NewYork_437_2000.05=2000.05,NewYork_438_2000.07=2000.07,NewYork_439_2000.08=2000.08,NewYork_43_2003.96=2003.96,NewYork_440_2000.08=2000.08,NewYork_46_2003.96=2003.96,NewYork_473_2003.92=2003.92,NewYork_475_2003.96=2003.96,NewYork_476_2003.98=2003.98,NewYork_477_2003.9=2003.9,NewYork_478_2003.91=2003.91,NewYork_479_2003.88=2003.88,NewYork_47_2003.97=2003.97,NewYork_485_2003.07=2003.07,NewYork_48_2003.96=2003.96,NewYork_49_2003.98=2003.98,NewYork_4_2003.96=2003.96,NewYork_80_2002.01=2002.01,NewYork_81_2002.16=2002.16,NewYork_82_2002.01=2002.01,NewYork_83_2001.98=2001.98,NewYork_84_2002.01=2002.01,NewYork_85_2002.02=2002.02,NewYork_86_2002.18=2002.18,NewYork_87_2002.04=2002.04,NewYork_88_2002.18=2002.18,NewYork_89_2002.05=2002.05,NewYork_90_2002.12=2002.12,NewYork_91_2002.07=2002.07,NewYork_92_2002.07=2002.07,NewYork_93_2002.16=2002.16,NewYork_95_2002.18=2002.18,NewYork_96_2002.07=2002.07,NewYork_97_2002.14=2002.14,NewYork_99_2002.08=2002.08,NewYork_9_2003.85=2003.85,NewYork_C4_2002.11=2002.11">
#                        <taxa id="TaxonSet.NewYork" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.NewYork"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:NewYork" jeffreys="true" parameter="@bPopSizes.t:NewYork" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="ClockPrior.c:NewYork" name="distribution">
#            <parameter id="clockRate.c:NewYork" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="FrequenciesPrior.s:NewYork" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:NewYork" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:NewYork" name="distribution">
#            <parameter id="gammaShape.s:NewYork" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:NewYork" name="distribution">
#            <parameter id="kappa.s:NewYork" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@NewYork" id="treeLikelihood.NewYork" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:NewYork">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:NewYork" shape="@gammaShape.s:NewYork" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:NewYork" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:NewYork" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:NewYork" kappa="@kappa.s:NewYork" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:NewYork" id="estimatedFreqs.s:NewYork" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:NewYork" id="StrictClock.c:NewYork" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	kappa	gammaShape	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bPopSizes.6	bPopSizes.7	bPopSizes.8	bPopSizes.9	bPopSizes.10	bPopSizes.11	bPopSizes.12	bPopSizes.13	bPopSizes.14	bPopSizes.15	bPopSizes.16	bPopSizes.17	bPopSizes.18	bPopSizes.19	bPopSizes.20	bPopSizes.21	bPopSizes.22	bPopSizes.23	bPopSizes.24	bPopSizes.25	bPopSizes.26	bPopSizes.27	bPopSizes.28	bPopSizes.29	bPopSizes.30	bPopSizes.31	bPopSizes.32	bPopSizes.33	bPopSizes.34	bPopSizes.35	bPopSizes.36	bPopSizes.37	bPopSizes.38	bPopSizes.39	bPopSizes.40	bPopSizes.41	bPopSizes.42	bPopSizes.43	bPopSizes.44	bPopSizes.45	bPopSizes.46	bPopSizes.47	bPopSizes.48	bPopSizes.49	bPopSizes.50	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	bGroupSizes.6	bGroupSizes.7	bGroupSizes.8	bGroupSizes.9	bGroupSizes.10	bGroupSizes.11	bGroupSizes.12	bGroupSizes.13	bGroupSizes.14	bGroupSizes.15	bGroupSizes.16	bGroupSizes.17	bGroupSizes.18	bGroupSizes.19	bGroupSizes.20	bGroupSizes.21	bGroupSizes.22	bGroupSizes.23	bGroupSizes.24	bGroupSizes.25	bGroupSizes.26	bGroupSizes.27	bGroupSizes.28	bGroupSizes.29	bGroupSizes.30	bGroupSizes.31	bGroupSizes.32	bGroupSizes.33	bGroupSizes.34	bGroupSizes.35	bGroupSizes.36	bGroupSizes.37	bGroupSizes.38	bGroupSizes.39	bGroupSizes.40	bGroupSizes.41	bGroupSizes.42	bGroupSizes.43	bGroupSizes.44	bGroupSizes.45	bGroupSizes.46	bGroupSizes.47	bGroupSizes.48	bGroupSizes.49	bGroupSizes.50	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
0	-19993.3066477587	-18669.820841002012	-1323.4858067566877	-18669.820841002012	6.311340168612655	1.0	2.0	1.0	-974.6118840866922	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	380.0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0.25	0.25	0.25	0.25
3000	-9935.19080625821	-8663.522711492125	-1271.6680947660848	-8663.522711492125	4.983926351991651	0.013378435706044509	3.757440317855403	1.0	-921.4105734215095	252.0643086620322	326.5238086000403	390.2811107651553	194.27410657623037	460.37096057235004	368.5692020615784	376.2857793776982	154.6658522042608	251.8956555784765	276.5586400028547	226.70032089727832	212.98978734483967	631.253511357599	193.76374363634758	600.0800374584084	271.2021703675328	472.4985799038134	228.85516242510815	380.0	202.8626226591076	336.7250425547132	106.29941064643269	508.11183006281783	552.0068246874253	177.8051620164549	213.71454541956408	377.3881349525202	317.49947052073736	323.38084421697545	121.47320326475622	513.5910537350321	146.61833265457736	336.4479101812065	358.9803996423541	411.05545796496875	191.36038103576414	435.28408263061726	467.793910895868	248.4661029897952	264.0784849142222	350.93679782432656	209.5591518287563	393.9222640846094	316.2558833302873	509.5881531205087	220.76699021013886	219.04248635833864	361.5428215269553	355.6934911806622	243.17116352676894	7	2	5	5	1	3	8	6	6	2	3	6	2	5	3	4	3	2	1	1	2	6	2	1	4	5	6	4	2	2	1	4	1	2	4	3	2	4	1	1	1	2	1	5	1	5	6	6	1	4	0.2531423621591906	0.2468576378408094	0.25	0.25
6000	-9089.035240635714	-7866.828523226765	-1222.2067174089482	-7866.828523226765	4.684459436487443	0.009242497235446822	9.978672316820271	1.0	-875.3437215740561	249.80671263038624	393.880597962543	465.76224472593196	235.78289841154168	270.0416109648212	311.79769274993663	230.73764651437656	91.34092764533654	302.484609639939	313.5084117718159	154.36335918249296	206.56489431191017	670.1076665984486	85.21386468384016	393.76421363738734	181.54589675718262	365.88376650563345	80.10148674635874	281.6876737702593	264.4477469788171	258.3189577927264	107.37792080931884	388.22393797683657	608.073177338667	167.37605984979058	124.10765431310365	310.7924773417857	103.06983381470081	168.98262899821256	138.14037576801252	472.3732444368156	142.66191044193866	199.39852648359079	151.7201081479699	216.68799132960703	262.3131140041058	506.4063604594057	544.9457820704744	73.51383390178523	123.41792987519251	444.2942175202736	109.82003824321237	248.1047746089356	197.97880395884678	502.3924973639971	193.93703682825875	260.0927924528177	420.76063094274105	520.2013536450461	147.2844935292553	4	1	5	4	2	1	8	6	5	4	7	5	1	6	2	6	1	5	1	2	1	6	2	1	4	3	4	6	1	2	1	3	1	3	3	3	1	5	1	2	1	3	5	6	1	2	6	4	1	6	0.2538254652270889	0.23332961828445642	0.25899223494140466	0.25385268154705004
9000	-8493.786602268405	-7332.653962630536	-1161.1326396378686	-7332.653962630536	4.637529220145631	0.006367636670594795	9.978672316820271	0.6977419258783135	-825.2882072368471	132.75636572407532	292.3288144853761	417.21557868359355	353.64720659241203	397.84227430855486	375.12696050110554	106.02302957255324	90.6571659180752	269.7262765916776	245.07371128104438	122.30563777552653	305.8173249864216	537.9649678692391	84.72242290596725	381.51501979817664	126.54582876002358	300.80319117342793	80.8813217135895	260.53192608988167	132.43626551125138	195.09282174536068	98.15126767060343	269.613316556474	464.8327761489257	141.94860544745356	129.8092700849872	183.7644044783974	62.49510441438227	151.00855896348588	382.0959498895568	464.42790766570147	139.4146506217115	132.79474707670892	108.44438917022083	249.39358678104333	226.09062652399228	317.985283333558	178.10148333995684	49.92958525401155	102.2698592449975	407.66497099716224	72.77520469525012	213.00446596756316	91.49318884465616	237.11320099956	245.34012320090773	191.68797421567803	290.4907546967741	457.54011353949636	72.4354896910836	2	2	3	6	2	1	7	7	4	1	9	4	1	9	2	8	2	8	1	1	2	7	1	1	3	2	4	8	1	1	2	3	2	3	2	2	1	4	2	4	1	2	2	9	2	2	4	1	2	4	0.266467919530904	0.23332961828445642	0.24634978063758955	0.25385268154705004
12000	-7938.072472480473	-6829.073881230263	-1108.9985912502098	-6829.073881230263	5.6704761867988935	0.0041809518516557264	11.969578276010575	0.3564505210706025	-775.7678683592491	75.16872504193871	124.76851623928039	240.62035613077367	192.2566835398627	537.5453245971412	256.8327670674692	79.9935458925104	42.20918903877288	147.10544275839246	248.25036256538755	68.81898350140838	375.36018399265384	504.2155834874764	92.58514154329222	224.97960160076815	92.88240753290582	261.28534982604225	51.446651039101035	289.58945347517897	107.7748606032109	162.84292490952853	106.61341084304179	314.9536801003382	443.61138041190435	27.148366845173484	140.22353986654733	78.30010472430038	60.63860490590795	136.15410456181988	354.30592026710326	222.69154106833528	134.29329129608013	106.9525187251465	53.03347539709042	323.5930040583697	183.64988653593005	254.554156793769	146.65710612613236	34.536937071886804	72.53326710727933	291.2447434828233	65.97855981415479	181.44655868326345	67.66456212478433	186.9243351135828	265.24269983247257	87.72573157210911	200.4795372874353	311.71898941900093	70.4324939904563	1	1	3	5	1	1	9	8	7	1	9	3	2	8	2	8	3	7	1	2	1	6	1	1	5	1	3	11	1	1	1	1	3	3	1	1	1	1	3	6	1	4	5	8	1	4	1	2	1	3	0.2731819144198448	0.22910055635002316	0.2605144866072331	0.23720304262289893
15000	-7520.504999134272	-6457.424457864121	-1063.0805412701513	-6457.424457864121	8.14398336581738	0.0025499801120829114	9.441340004162274	0.3564505210706025	-743.6734377714305	53.69404361863484	100.95379586614115	278.3914465970147	138.0193076019477	405.70797848719667	205.74641436425802	82.928734074438	40.018899842822826	134.71941874675582	147.44383241849584	88.79438255275555	402.726644756396	332.77767719769946	77.28664717227771	119.35665274562466	81.40409571198384	131.03803453647305	46.371810710027184	162.41538088678817	107.20972960811403	71.6353159191052	139.51034417212756	230.56289158945253	308.91905907425195	18.864307381884437	69.49089378774897	87.14747778861502	23.066036607478154	94.95499712984885	262.66340002482406	342.6776486649317	131.83097644380086	66.21086122649969	122.23870699545985	466.4642729332363	121.1202711753815	276.76193708875746	103.2540354393774	29.486897283847252	60.27700892085396	263.08645072480124	64.45608347300532	149.40207832257812	31.962202695542032	129.46831176233636	215.79003769823603	72.516714649038	236.55430467208242	235.58108957345513	60.57668179316749	1	2	2	1	1	1	10	9	2	4	9	3	1	8	1	8	2	9	1	3	1	7	2	1	8	1	2	9	1	1	1	1	2	1	1	3	1	1	6	4	1	5	4	9	1	4	1	3	1	3	0.2716453924465977	0.2307052828488043	0.2605144866072331	0.2371348380973649
18000	-7251.491326801114	-6198.224561018421	-1053.266765782693	-6198.224561018421	8.21334667712612	0.0017846741577868912	10.042381694428826	0.3023236931697851	-742.2645242378496	41.629375443394075	94.78417197492509	231.34036587114315	80.35630254895965	348.742052691292	114.15157195364064	84.13889749860667	12.857864724944308	56.67555809261124	125.40275532623038	101.73259075118577	345.43742446494883	216.94975561547983	86.52734285495595	116.91194478535705	75.62107688752344	123.8021304247127	39.33102206101819	75.39953889510501	89.28570514718386	47.147917618388185	138.03127814378917	252.77210894289576	152.1798621788981	18.557115476849322	61.085947069731105	71.39869716570963	27.105344371953272	59.76927978036223	236.0607896406856	500.2225621893396	74.77290382036543	57.51510259055337	135.22118328522865	288.17907938537934	169.71574270749423	237.21871445607508	160.11259948898694	25.770155490500258	67.8219920738958	181.03268493807553	99.26550184273131	120.84217617653137	38.381430109162245	49.35987804794075	351.5276479423487	127.67053439802118	210.60766952833592	280.342584574366	21.535773453759056	3	1	1	1	2	1	9	10	4	3	9	2	1	8	1	8	1	8	1	1	2	8	1	1	8	1	1	10	1	2	1	2	1	1	1	3	1	1	7	3	1	5	5	11	2	3	2	1	1	2	0.2813056834623398	0.2262860392172318	0.25527343922306345	0.2371348380973649
21000	-6961.324912227023	-5948.040135953622	-1013.284776273401	-5948.040135953622	11.801340827375759	0.0014964448233186222	10.042381694428826	0.22003088973418206	-706.3534364356874	40.218654681417064	110.44223663174961	176.20426431788684	128.97704944240587	543.9558286358257	74.58872720245051	71.91120810354829	12.857864724944308	67.45852222565865	42.40957568833526	132.41764730453443	194.52643246568462	122.24746316637182	37.30610348885716	38.59016519224297	36.447770118807306	167.65471735769592	33.2853660782598	97.83802660769452	94.12362112633214	47.05155287976373	68.00103037831022	241.04686753856558	77.25980351776678	22.49827342193381	36.10077513488033	58.23435006557411	28.24537839079825	39.55697068404812	305.5400409512317	245.6847682057841	93.24518898069432	41.895996899779234	134.46002430471415	153.33681154493686	389.1655009157196	111.51081186383702	156.4378795577204	10.622291088170012	29.417503656973697	181.8947691202849	140.90280440741452	109.16090042837749	35.289684268442855	83.60150085229226	112.65275407936757	59.57578783565025	242.67677072891516	285.24163219495256	13.820949078919677	3	1	1	1	2	1	6	9	3	3	9	4	1	7	2	10	1	8	2	2	1	4	2	1	5	1	2	7	3	1	1	1	3	1	1	1	1	2	9	3	1	4	7	12	2	2	3	1	2	4	0.28271749099728544	0.22487423168228615	0.25527343922306345	0.2371348380973649
24000	-6824.322887744742	-5868.980934611794	-955.3419531329487	-5868.980934611794	12.577075265835745	0.0014179104982521918	10.042381694428826	0.16961140808298003	-670.563734085051	127.0715822840334	157.14359157132304	212.15051237543105	206.16032024925084	338.3813476533391	31.524990467354645	18.21380121534967	26.43795990832243	72.06481492670326	53.87830014004486	75.16029379005515	169.76566646745127	64.36098615121233	21.115406557751356	91.79156048042096	38.17415138779342	75.78543819433433	40.57770823091799	38.69592497746463	17.798303514020734	22.4205003154799	34.80224849473212	33.25337485163292	27.59878270540788	7.651202349487423	8.412060769939336	20.046852053549514	10.872485879447723	62.14626173998251	211.12945812590962	163.68063902019978	83.2182887419989	19.34386810620726	53.41102533164261	247.0129685425798	134.33935986031653	721.0038891487817	116.01070756104272	3.8211511000117073	29.417503656973697	90.41017236480693	53.31982515296811	42.48223036243654	39.13637043456113	27.89615703927512	52.38806092110192	124.68767501693331	260.68285342912543	191.74443404898383	9.653431642350078	1	2	2	2	3	1	11	6	3	1	9	5	1	5	1	12	2	1	1	2	3	4	3	1	7	1	2	7	2	1	1	1	7	1	1	1	1	1	11	1	1	4	8	11	2	1	3	1	1	4	0.28271749099728544	0.22487423168228615	0.2637346673492635	0.2286736099711649
27000	-6741.008068834319	-5835.494319343028	-905.5137494912901	-5835.494319343028	12.933140895904032	0.0014560377300498251	11.770488864787309	0.14719317228412282	-642.4913229540628	326.5485563470954	128.8491049860877	67.5606536353404	175.47181479994748	32.99989810368143	16.934309594177915	5.3249328488825265	23.644241691660845	52.54324628503621	114.19147021076589	36.336918134500586	121.55387993979173	54.84539954400556	105.28121640286574	37.56640111846513	90.3823365342258	74.47334147421239	13.114607255289762	8.759646238790712	16.30754381046385	23.74229511120186	30.215139138570244	36.31858815377782	10.980326318188059	14.363533815264477	12.285419962904767	12.26038967834337	13.991822122863566	36.7436373967011	154.7896786508048	150.81049831892008	87.2005627508517	47.9239415885243	71.05506031414396	206.1644207325276	269.40718167273087	143.7220707482239	81.89542757690442	2.9498348269539667	5.864002602910722	12.664053513390092	51.94620091643763	35.33753189984254	39.84658907480616	32.42899627672942	68.78579256638994	145.59261628902425	309.9990182912181	50.341698755347515	4.626527842374982	1	2	2	2	3	1	11	6	3	1	9	5	1	5	1	9	2	2	1	3	5	4	3	1	6	1	5	7	2	1	1	1	4	1	1	1	1	1	11	1	1	4	5	8	6	1	3	1	1	6	0.282289640501717	0.22487423168228615	0.2641625178448319	0.2286736099711649
