#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:hcv" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="4" id="bPopSizes.t:hcv" lower="0.0" name="popSizes" spec="beast.core.parameter.RealParameter">380.0</parameter>
#            <groupSizes dimension="4" id="bGroupSizes.t:hcv" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:hcv" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:hcv" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.hcv" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:hcv" jeffreys="true" parameter="@bPopSizes.t:hcv" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="FrequenciesPrior.s:hcv" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:hcv" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="KappaPrior.s:hcv" name="distribution">
#            <parameter id="kappa.s:hcv" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@hcv" id="treeLikelihood.hcv" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:hcv">
#            <siteModel id="SiteModel.s:hcv" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:hcv" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:hcv" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:hcv" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:hcv" kappa="@kappa.s:hcv" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:hcv" id="estimatedFreqs.s:hcv" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:hcv" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:hcv" name="clock.rate" spec="beast.core.parameter.RealParameter">7.9E-4</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
1533000	-7242.881433842593	-6774.366274137105	-468.51515970548763	-6774.366274137105	243.69623438358607	7.784665191254543	-430.4718206040938	3895.8949097576515	9751.77794749542	211.6867633823118	189.32904118969165	5	6	29	22	0.2079065992106925	0.32937121025656474	0.19187233560667852	0.27084985492606467
1536000	-7247.308688000993	-6776.21330205094	-471.09538595005364	-6776.21330205094	250.6244741119868	7.87022801531362	-436.04066109364396	8537.53798183372	521.9852002839731	192.69336741865666	276.4025039362034	10	16	28	8	0.2079065992106925	0.32937121025656474	0.19187233560667852	0.27084985492606467
1539000	-7236.501762903256	-6768.314989245629	-468.18677365762744	-6768.314989245629	250.28611368281983	7.87022801531362	-432.99656968980224	9676.09924543252	1096.7945989314703	245.380163100042	105.15170262759885	10	3	35	14	0.2079065992106925	0.32937121025656474	0.19301222688424932	0.26970996364849387
1542000	-7242.572753292308	-6774.4445639785445	-468.12818931376427	-6774.4445639785445	234.29508513113475	6.928957735402106	-431.332942108694	6459.802435823129	8496.645118756638	154.85264915292117	72.33706373715978	6	7	47	2	0.2079065992106925	0.3084727519598079	0.19858668129301787	0.2850339675364822
1545000	-7247.976281938318	-6782.333665923237	-465.6426160150806	-6782.333665923237	229.9703139979777	6.928957735402106	-431.19962568832796	5958.319849555786	2744.601038517589	144.47080023101012	42.791465332185204	9	8	43	2	0.19879828415184533	0.33406604388298866	0.20023222099063753	0.26690345097452894
1548000	-7248.241199170175	-6777.325593084131	-470.9156060860442	-6777.325593084131	248.19885868457771	7.846946337119147	-438.212424794055	5108.833357150395	255.4633459658637	117.81617134714016	146.1498633308713	16	1	40	5	0.19879828415184533	0.33406604388298866	0.20023222099063753	0.26690345097452894
1551000	-7251.629685219522	-6783.393054008648	-468.23663121087407	-6783.393054008648	235.00943365101523	7.846946337119147	-435.0834551710323	3679.9200863875876	630.6441699397392	137.3633123719316	193.8856513035818	10	22	26	4	0.20324847824270423	0.31651053546905694	0.21778772940456922	0.26245325688367005
1554000	-7230.847051289698	-6768.043886415076	-462.8031648746227	-6768.043886415076	253.08086073582282	7.846946337119147	-428.60488453243767	7497.674566140145	289.445870674619	109.14352362380335	219.97076984743805	11	25	22	4	0.20324847824270423	0.31651053546905694	0.21778772940456922	0.26245325688367005
1557000	-7248.866190291319	-6778.011728791392	-470.85446149992725	-6778.011728791392	274.19749882754365	7.846946337119147	-438.51340710484146	4698.021524279508	269.65644086927546	167.0214509499783	79.72986016503114	12	23	24	3	0.20324847824270423	0.31651053546905694	0.2248957964023798	0.25534518988585947
1560000	-7241.329773266174	-6781.488729996863	-459.84104326931094	-6781.488729996863	228.79631785335798	7.846946337119147	-427.41542009372444	4678.468292111886	289.82139066714586	163.90814013981236	92.81468807890066	10	32	17	3	0.20363946323865637	0.3161195504731048	0.2248957964023798	0.25534518988585947
1563000	-7235.3246152019565	-6769.535376596702	-465.7892386052542	-6769.535376596702	225.69214648293908	7.3588907437189865	-430.85443063458365	6713.61847092844	344.15238147933417	96.79670156667156	300.9818206118554	10	33	14	5	0.20363946323865637	0.3032163756470724	0.20436649676444138	0.2887776643498303
1566000	-7231.860755805139	-6774.462276475973	-457.3984793291659	-6774.462276475973	233.62844324840228	7.3588907437189865	-423.5926940507112	10347.754768800649	390.63314396732903	176.98076105556424	40.12779025339994	8	23	29	2	0.20363946323865637	0.32272602793996236	0.20436649676444138	0.26926801205694034
1569000	-7240.8962132259285	-6777.7094372929405	-463.18677593298827	-6777.7094372929405	231.34016621418883	7.3588907437189865	-431.144875285795	4757.8397225202325	338.9325574313909	157.6451862993256	36.08764334132238	9	26	24	3	0.20363946323865637	0.32272602793996236	0.20436649676444138	0.26926801205694034
1572000	-7236.965450435015	-6770.328369518662	-466.63708091635306	-6770.328369518662	248.42051270637512	7.936105298064892	-432.276002295782	11191.974350779295	356.7396275634013	180.98936603450622	94.05374637666259	10	24	25	3	0.20363946323865637	0.32272602793996236	0.21283797488566344	0.2607965339357183
1575000	-7243.74805093719	-6770.994439979662	-472.753610957528	-6770.994439979662	244.99978621880987	7.936105298064892	-439.03762358277737	6250.462248487392	614.0239948681984	146.21974116920597	133.46991197746993	10	19	19	14	0.20363946323865637	0.32272602793996236	0.20594311574874571	0.267691393072636
1578000	-7256.011894444725	-6784.179057427561	-471.8328370171643	-6784.179057427561	261.04526765409815	7.936105298064892	-436.4346208360373	6526.668737423596	1971.247649529754	179.95658959600135	193.92242970985836	8	12	23	19	0.20363946323865637	0.32883607558387423	0.1948964962272654	0.27262796495020447
1581000	-7247.069580312658	-6771.8672676970245	-475.2023126156332	-6771.8672676970245	242.37383105011682	7.237004954293065	-439.7607381841184	7562.689272125232	1844.306801758381	91.68318645931134	166.8369143299272	10	15	5	32	0.18429899241234451	0.32626174999993823	0.1948964962272654	0.2945427613604523
1584000	-7255.744237023131	-6779.020110891017	-476.7241261321143	-6779.020110891017	274.87755350089844	7.237004954293065	-444.61222772948753	3522.231356477908	375.77099556219457	161.07089860598802	129.48919156438166	12	17	7	26	0.18429899241234451	0.33472164640109525	0.1948964962272654	0.2860828649592953
1587000	-7256.9510462920625	-6773.194906671494	-483.7561396205679	-6773.194906671494	264.9118320399369	7.8885035580428235	-446.76811304597857	6389.990850892734	1982.6918601938344	1319.0097805106489	184.58545264208422	13	7	6	36	0.18429899241234451	0.308828623289369	0.22078951933899166	0.2860828649592953
1590000	-7241.771876869528	-6769.258848068863	-472.51302880066504	-6769.258848068863	232.65105658375475	7.8885035580428235	-438.25862989685936	6717.365817673056	533.0669582772683	122.30076359165477	203.61403422669457	11	14	5	32	0.1866459667085299	0.308828623289369	0.21844254504280627	0.2860828649592953
1593000	-7242.946202488412	-6767.849856915258	-475.0963455731541	-6767.849856915258	261.76154452850193	7.8885035580428235	-440.507603935035	8238.481299047626	309.9992705014029	213.304109116113	247.4082328758173	13	8	9	32	0.1866459667085299	0.308828623289369	0.21844254504280627	0.2860828649592953
1596000	-7235.270130864966	-6754.938245089308	-480.3318857756575	-6754.938245089308	246.5043734217291	7.8885035580428235	-444.6854254757447	9072.581491640209	953.9831078328058	348.5477296667476	231.7098853912874	10	12	17	23	0.1866459667085299	0.308828623289369	0.21844254504280627	0.2860828649592953
1599000	-7240.866655031506	-6765.205250635762	-475.66140439574303	-6765.205250635762	259.04742144808614	7.477627382151104	-441.53410582983827	7425.779101306389	529.1358120819127	221.48817384190272	145.90491492184194	12	12	3	35	0.1866459667085299	0.308828623289369	0.21844254504280627	0.2860828649592953
1602000	-7238.3155308149235	-6766.743411924459	-471.57211889046414	-6766.743411924459	266.1835263748847	7.477627382151104	-437.7815101686181	5264.067339771492	1103.9192107527253	215.94074423426764	83.06676054793567	11	10	17	24	0.20827366631581617	0.308828623289369	0.21844254504280627	0.264455165352009
1605000	-7252.511881167782	-6772.637896275784	-479.8739848919978	-6772.637896275784	222.9213011640314	7.477627382151104	-444.6477787972178	8029.703692264715	869.4277231692631	420.90200932870204	151.56921900645017	9	14	9	30	0.19578828211619934	0.308828623289369	0.21844254504280627	0.2769405495516259
1608000	-7244.976050014316	-6769.795208180936	-475.18084183337965	-6769.795208180936	259.2577738176271	7.477627382151104	-439.851299007639	6126.283765284012	2284.3121972833665	304.0710893194241	136.86887133022356	8	12	10	32	0.20093859784191465	0.3145105239992733	0.1900359392731634	0.2945149388856491
1611000	-7240.300749141496	-6772.084332467236	-468.2164166742603	-6772.084332467236	234.65106265627927	7.321456971105575	-433.0219954014553	5597.173631926644	1911.5840359922627	399.50255287917037	156.17597307173332	8	8	14	32	0.20093859784191465	0.32420984701217004	0.1900359392731634	0.2848156158727524
1614000	-7247.866915916114	-6777.464442379944	-470.40247353617	-6777.464442379944	219.62459184102966	7.321456971105575	-437.9489486532441	3262.1244995310044	420.9311929828642	251.00306495979055	133.77103838701612	14	9	8	31	0.20093859784191465	0.32420984701217004	0.19505386835607158	0.2797976867898442
1617000	-7230.926621535555	-6762.996879141524	-467.92974239403037	-6762.996879141524	240.66882005309185	7.321456971105575	-432.5177537443322	7390.242145143313	650.7696549652524	580.247105474082	190.217066386725	13	6	1	42	0.20093859784191465	0.32420984701217004	0.20612528221149085	0.2687262729344249
1620000	-7237.573711803763	-6771.6581482937845	-465.91556350997826	-6771.6581482937845	240.62085468965807	7.321456971105575	-429.84805706304655	8177.474720419852	1684.154143409725	542.9251845167502	188.87248616972454	10	1	16	35	0.19062113265132355	0.32420984701217004	0.21644274740208194	0.2687262729344249
1623000	-7243.1648821268855	-6766.029666753354	-477.1352153735313	-6766.029666753354	243.93957352133057	7.321456971105575	-441.70720888736884	8498.645454844334	691.3932948462011	487.37776598243386	181.12080237800936	10	4	8	40	0.18315709345479197	0.32420984701217004	0.21269975970840474	0.2799332998246337
1626000	-7248.994022186906	-6768.697544787671	-480.2964773992346	-6768.697544787671	249.27396684532982	7.018306654221768	-442.69940899916423	7298.324569142066	3653.1815800097106	1272.0676001070724	289.07815322290395	7	2	11	42	0.18315709345479197	0.32420984701217004	0.21269975970840474	0.2799332998246337
1629000	-7233.315315024892	-6757.586969444016	-475.72834558087567	-6757.586969444016	237.4874686756695	6.864418745676826	-439.6797085609334	7017.57545017851	2217.627057079191	597.7779944885255	185.47645164507517	9	3	12	38	0.18315709345479197	0.3241622894054891	0.2023679629116181	0.2903126542281013
1632000	-7246.469875012289	-6761.565263082871	-484.90461192941837	-6761.565263082871	268.51816312683854	6.864418745676826	-450.88981237690643	3485.273403677429	1462.2474964149555	332.4785469744855	205.44893446869312	9	14	5	34	0.18315709345479197	0.3389367085313244	0.2023679629116181	0.275538235102266
1635000	-7252.799013191129	-6772.082965223755	-480.7160479673741	-6772.082965223755	238.54484936126795	6.864418745676826	-445.27176657468857	6047.93538058512	902.9630565289519	804.6046927786693	120.60827547091081	10	12	9	31	0.18315709345479197	0.3389367085313244	0.19676375354477185	0.28114244446911224
1638000	-7236.724349680027	-6765.635072865503	-471.08927681452377	-6765.635072865503	237.19811976121855	7.794032592391608	-436.7889049904144	7849.493012354323	398.00391253391837	271.45762862359555	133.13436036829248	9	14	13	26	0.18315709345479197	0.3389367085313244	0.19676375354477185	0.28114244446911224
1641000	-7235.812406777196	-6763.557348032416	-472.2550587447807	-6763.557348032416	245.19507109455614	7.794032592391608	-437.3443873783435	6030.6926318444675	973.8283078049733	468.3819715177462	130.1954574603214	11	6	17	28	0.18315709345479197	0.34026230045477107	0.19676375354477185	0.2798168525456656
1644000	-7231.133891990787	-6758.056378965755	-473.07751302503124	-6758.056378965755	251.354261214975	7.794032592391608	-437.9108329594104	6212.851883440702	1458.1249896584097	398.7921567595635	145.91406757932032	8	4	17	33	0.19014347267723603	0.333275921232327	0.19676375354477185	0.2798168525456656
1647000	-7239.442737714396	-6764.370076127365	-475.0726615870312	-6764.370076127365	249.03756755018958	7.794032592391608	-438.11058387438317	7738.099287347253	5173.394140259771	342.76994622868705	130.4557178030991	8	4	26	24	0.19014347267723603	0.3259321177909134	0.20410755698618546	0.2798168525456656
1650000	-7233.313667488475	-6762.9415117478775	-470.3721557405983	-6762.9415117478775	240.0657041447467	7.502580235141259	-435.3369329456472	7318.998111087906	747.7927647905676	421.71524104261846	178.81969004751798	12	8	10	32	0.19014347267723603	0.3259321177909134	0.20410755698618546	0.2798168525456656
1653000	-7224.786429896574	-6753.680420404512	-471.10600949206207	-6753.680420404512	254.60913181768476	7.35693261035754	-436.9247768729208	4320.266085520076	762.2523046683492	522.1312847382045	119.32125857225026	14	11	2	35	0.19014347267723603	0.3259321177909134	0.20410755698618546	0.2798168525456656
1656000	-7237.88088796881	-6768.481931004706	-469.3989569641046	-6768.481931004706	270.59798369936203	7.35693261035754	-435.5020056107965	5982.024337119187	707.7239107693333	111.81926686650755	167.02836661443692	10	15	11	26	0.19014347267723603	0.3259321177909134	0.20410755698618546	0.2798168525456656
1659000	-7228.411644032176	-6760.6342672804485	-467.7773767517274	-6760.6342672804485	241.12718501902356	7.35693261035754	-433.48459400860145	6457.839063392649	340.2797226789942	364.8413944756931	159.66766315813615	11	14	7	30	0.19451337637890506	0.3162268981860671	0.20944287288936275	0.2798168525456656
1662000	-7236.145910097935	-6768.4095596526495	-467.7363504452853	-6768.4095596526495	252.1729222405939	6.877471841424152	-434.303620931169	6002.765041094122	146.53336415504592	221.53503932855693	168.94974349875764	11	13	15	23	0.18943216947764224	0.32130810508732993	0.20944287288936275	0.2798168525456656
1665000	-7239.777344004803	-6757.691076438118	-482.08626756668474	-6757.691076438118	242.49270220077275	6.877471841424152	-445.91883180066344	6039.164354891198	3060.976694343872	577.3051117563429	189.9428887077008	9	7	16	30	0.18740406270338783	0.32130810508732993	0.20944287288936275	0.28184495931992
1668000	-7241.02871882455	-6765.323324721742	-475.7053941028084	-6765.323324721742	222.7280264555562	7.809793458463712	-440.01072630981173	4376.590931553581	3134.286866019447	492.04669294135175	123.43770859115698	8	5	20	29	0.18740406270338783	0.32130810508732993	0.20944287288936275	0.28184495931992
1671000	-7246.420579266265	-6764.056955755697	-482.3636235105674	-6764.056955755697	233.90578599553524	7.809793458463712	-444.466314060509	2652.5258328469954	5842.713377016696	1545.7407191960924	144.4095807619183	4	8	15	35	0.18740406270338783	0.32130810508732993	0.20944287288936275	0.28184495931992
1674000	-7241.842915962365	-6768.440025111593	-473.4028908507712	-6768.440025111593	232.12850206894234	7.809793458463712	-433.82290005919214	6301.354875159405	14258.744158662468	579.9911929611466	172.51598335623635	4	5	15	38	0.18740406270338783	0.32130810508732993	0.20944287288936275	0.28184495931992
1677000	-7245.893661688343	-6773.58939957247	-472.3042621158725	-6773.58939957247	237.26205989736465	8.16920476671835	-434.87556870457513	6358.217306394109	6323.329902663495	472.64827265527407	143.76022598929495	1	8	16	37	0.18740406270338783	0.32130810508732993	0.20944287288936275	0.28184495931992
1680000	-7252.518929898886	-6773.5441103501025	-478.97481954878356	-6773.5441103501025	218.91193054067833	6.609098686096928	-442.86363714139543	4176.728283162632	4681.192031078191	462.2741834805887	160.17818478894475	11	2	17	32	0.18740406270338783	0.32130810508732993	0.20944287288936275	0.28184495931992
1683000	-7251.889831801622	-6775.096442697837	-476.79338910378493	-6775.096442697837	214.96747109792918	7.4745086137016825	-439.84328553138755	8730.934434798357	2847.7617711638654	721.35021609722	147.86211046205275	6	5	16	35	0.18280061936613445	0.32130810508732993	0.21404631622661613	0.28184495931992
1686000	-7237.532890151384	-6764.732747922956	-472.80014222842755	-6764.732747922956	271.8689681562208	7.4745086137016825	-435.4448619634862	7161.935346952961	6496.109626345042	354.09642281744107	180.99913464285754	9	5	13	35	0.18280061936613445	0.32130810508732993	0.21404631622661613	0.28184495931992
1689000	-7257.884276890041	-6779.52865172433	-478.35562516571116	-6779.52865172433	292.42566214008536	7.4745086137016825	-442.8437215914974	4780.685713448065	1384.3248998617287	824.4795643042224	208.90208654811357	9	9	1	43	0.2100651063578142	0.32130810508732993	0.19875724025040434	0.26986954830445203
1692000	-7232.92789203226	-6765.849780740583	-467.0781112916772	-6765.849780740583	244.98682468452552	7.816218137244539	-431.4527783633288	7363.870887549551	1637.511170262133	413.4075751174438	149.31871819465857	9	5	8	40	0.2100651063578142	0.3220733644305499	0.19875724025040434	0.26910428896123206
1695000	-7253.796211854057	-6775.907035670439	-477.88917618361836	-6775.907035670439	239.75286671157556	8.139545411718242	-438.69562386138585	9165.525447950202	4802.107073052867	2376.518660335367	129.27846896827697	2	12	7	41	0.2100651063578142	0.3220733644305499	0.19875724025040434	0.26910428896123206
1698000	-7241.728183101128	-6769.830028552732	-471.898154548396	-6769.830028552732	244.93430418037636	7.233030114209453	-434.72534860811066	7254.442529880436	4339.468442988938	707.7878723338964	189.6185718796344	8	3	9	42	0.2100651063578142	0.3220733644305499	0.19875724025040434	0.26910428896123206
1701000	-7237.0374478856065	-6768.982844906527	-468.05460297907933	-6768.982844906527	230.03458851616776	7.376116137522358	-433.810510301515	5476.275605744313	534.6232794414719	359.816871562726	226.94060442817874	11	7	10	34	0.204845135575434	0.3220733644305499	0.19875724025040434	0.2743242597436123
1704000	-7236.917370923135	-6771.583122776512	-465.33424814662357	-6771.583122776512	271.68646145334304	7.376116137522358	-430.6958673164708	8221.64407441342	679.3512795411739	278.9925433911127	140.74989698979175	10	11	9	32	0.204845135575434	0.30461077151095034	0.21166905279900378	0.2788750401146124
1707000	-7238.142977731717	-6766.332450743952	-471.81052698776546	-6766.332450743952	245.33897161604594	7.741835964394077	-437.6738146813801	6091.778561779137	482.6783163042912	357.7315930295265	103.22316561527104	11	14	20	17	0.204845135575434	0.30461077151095034	0.21166905279900378	0.2788750401146124
1710000	-7238.211540483751	-6765.312255857691	-472.8992846260609	-6765.312255857691	258.55658778717907	7.741835964394077	-438.9134958345653	5123.913107358176	702.855162612492	320.7731115801311	142.33769423334664	10	11	14	27	0.204845135575434	0.33838490769640817	0.17789491661354595	0.2788750401146124
1713000	-7248.907071728232	-6773.584889915462	-475.32218181277	-6773.584889915462	255.10250428821877	6.9845561069639714	-440.9593304060579	6212.325069205989	447.98071522740975	444.589210535748	114.28690866947075	10	9	20	23	0.21789983590783252	0.32914938683493267	0.1740757371426229	0.2788750401146124
1716000	-7241.0098316725425	-6772.008239621068	-469.0015920514743	-6772.008239621068	220.68282089605228	7.266912694553781	-434.3964224340564	6593.561548616153	499.4231939891397	423.2713146261271	168.42195689054995	10	2	28	22	0.21789983590783252	0.32914938683493267	0.1740757371426229	0.2788750401146124
1719000	-7237.1133716970535	-6767.320400352324	-469.79297134472927	-6767.320400352324	262.7668706570391	7.266912694553781	-435.91091277314337	5475.8010803696425	645.6523280628223	143.4285819817793	208.67172048571743	12	5	19	26	0.2222107762984201	0.32483844644434506	0.17981953797782374	0.2731312392794116
1722000	-7249.182792451117	-6781.415775106045	-467.76701734507236	-6781.415775106045	242.84442172018527	7.061461590683035	-432.1354873022918	11469.52576480025	533.9822743301795	381.2440126620748	214.99879569459978	9	13	7	33	0.2222107762984201	0.32483844644434506	0.19857887821117529	0.25437189904606
1725000	-7253.767463907884	-6781.035651440698	-472.7318124671864	-6781.035651440698	239.21260205245468	7.061461590683035	-439.168385080416	5867.375853148343	338.30880465867716	307.1469147254761	93.34149703679907	13	17	4	28	0.2222107762984201	0.3196088438197547	0.2038084808357657	0.25437189904606
1728000	-7248.090752445434	-6773.429538358438	-474.6612140869966	-6773.429538358438	256.67744350243	7.061461590683035	-436.6148939852123	10635.285616306319	7124.762698185737	523.0514035383294	125.39813594649792	8	3	20	31	0.2222107762984201	0.3196088438197547	0.2038084808357657	0.25437189904606
1731000	-7250.518515666908	-6782.985975015306	-467.5325406516012	-6782.985975015306	262.1572610489816	7.061461590683035	-432.5941524544698	5922.646096685534	1308.6108957003269	455.6684400059114	140.93663161592272	10	1	18	33	0.2222107762984201	0.29388439887182366	0.2038084808357657	0.280096343993991
1734000	-7240.09399934664	-6765.976900743033	-474.117098603607	-6765.976900743033	253.698705004764	7.13463795099238	-438.471442874537	6163.183200841292	3020.8568729375947	284.56493485796557	153.47829190446726	9	3	26	24	0.18610227886254554	0.32999289630769824	0.2038084808357657	0.280096343993991
1737000	-7269.830435937915	-6786.570299140381	-483.26013679753373	-6786.570299140381	269.14234084905115	7.891252289509194	-449.54187957952746	4249.750907590158	516.5430901104502	316.1947619555389	221.50147930052694	12	1	20	29	0.18610227886254554	0.32999289630769824	0.2038084808357657	0.280096343993991
1740000	-7249.727021033973	-6772.488353648245	-477.23866738572775	-6772.488353648245	248.0863612379082	7.891252289509194	-443.0381035561935	4928.683613770837	1044.6200222917682	283.34251465111674	153.67194304877208	13	2	27	20	0.18592926553340225	0.32999289630769824	0.2038084808357657	0.28026935732313435
1743000	-7257.690033755642	-6780.545264070829	-477.1447696848124	-6780.545264070829	265.5657437535455	6.657312049846767	-442.72815314183896	6552.217513957043	390.1223304673523	408.8039174468271	187.9843359470306	11	7	10	34	0.18592926553340225	0.32999289630769824	0.2038084808357657	0.28026935732313435
1746000	-7260.081323247337	-6778.8033271968325	-481.2779960505048	-6778.8033271968325	255.6889010411172	8.452330781151476	-444.845211769648	8611.99998399648	1489.3201481006136	623.8983425490351	180.1172866643807	10	8	2	42	0.18553281742504507	0.33038934441605544	0.2038084808357657	0.28026935732313435
1749000	-7268.487161593926	-6788.939761599044	-479.5473999948828	-6788.939761599044	220.0359765112551	8.452330781151476	-443.1714352920044	6723.604286048343	2679.1166968394305	477.7859445988382	201.45721823185758	10	1	10	41	0.18553281742504507	0.33038934441605544	0.21317317790727866	0.27090466025162135
1752000	-7242.689744906668	-6771.034425492954	-471.65531941371444	-6771.034425492954	230.80593440323526	7.540980076930832	-436.6951811286881	5729.5156994171275	1403.4244669746474	374.72324215819737	177.2300214913293	12	9	7	34	0.19952366387134637	0.33038934441605544	0.19918233146097736	0.27090466025162135
1755000	-7258.946043153956	-6784.416755611077	-474.5292875428797	-6784.416755611077	268.363034835862	7.540980076930832	-438.1829821504817	7672.983778719017	2852.4381817318704	442.24183983096185	170.35795801583183	10	9	6	37	0.19952366387134637	0.33038934441605544	0.19918233146097736	0.27090466025162135
1758000	-7246.426648456233	-6766.0068149073895	-480.41983354884354	-6766.0068149073895	261.21616557060156	7.540980076930832	-443.7528657627026	6564.160436692331	556.1482479630145	1108.7963316348971	201.93314057994672	11	5	5	41	0.20084542572766026	0.33038934441605544	0.19918233146097736	0.26958289839530747
1761000	-7240.7391083463335	-6767.100966955154	-473.6381413911793	-6767.100966955154	228.95180340887023	7.5018073028560375	-438.7104830636529	8672.019605572046	691.4798536456558	221.62682586307767	213.84240117512417	12	13	8	29	0.19406134765975286	0.33038934441605544	0.19918233146097736	0.2763669764632149
1764000	-7258.872346571303	-6786.518479450004	-472.3538671212987	-6786.518479450004	247.56988407691262	7.5018073028560375	-438.64900972802656	6212.077047077955	679.4628070205382	165.14635860438113	126.96419420062928	9	17	7	29	0.20043407591673537	0.3056646517349259	0.210721748543809	0.28317952380453026
1767000	-7245.287849681153	-6771.803117437939	-473.484732243213	-6771.803117437939	260.6683823027695	7.200106677758414	-439.057300553472	2811.8573517689024	2800.6343181692187	176.35650812498847	168.47848622249256	15	3	15	29	0.20043407591673537	0.3056646517349259	0.210721748543809	0.28317952380453026
1770000	-7232.679242822945	-6762.715646062314	-469.9635967606307	-6762.715646062314	246.06035566404265	7.265449065993493	-434.3039508154937	9779.20248714466	951.6186173137564	156.17027534199082	262.1444755550252	10	6	37	9	0.20043407591673537	0.3056646517349259	0.210721748543809	0.28317952380453026
1773000	-7244.870322970427	-6765.912137441394	-478.9581855290322	-6765.912137441394	263.49840769519915	6.795892877104159	-444.63675113472465	4522.9873320238285	982.7757363651069	242.3628474249897	318.8964746403549	8	8	32	14	0.20043407591673537	0.3056646517349259	0.21415416100491486	0.2797471113434244
1776000	-7232.968807678796	-6764.801190079532	-468.1676175992643	-6764.801190079532	251.55533623693785	8.554490830714206	-430.7175084341696	11209.314142036143	4519.2382690874265	269.2044406583466	166.27886182073306	7	5	32	18	0.20043407591673537	0.3056646517349259	0.21415416100491486	0.2797471113434244
1779000	-7234.087260241274	-6763.532508046237	-470.55475219503677	-6763.532508046237	240.56722763248413	7.038322199177612	-435.0269414691211	1428.9627860575004	4135.490193087059	237.2318822832889	205.7992985116882	3	11	29	19	0.20043407591673537	0.3056646517349259	0.21415416100491486	0.2797471113434244
1782000	-7246.450752689233	-6773.75722144504	-472.6935312441931	-6773.75722144504	246.69617471345626	7.152364738002433	-437.33131568039107	8483.84949692076	2306.9015891581325	176.59158544413896	105.13949210755533	11	4	27	20	0.18980003981117352	0.3410878650924551	0.1932038567474528	0.27590823834891914
1785000	-7247.065466538005	-6772.494943189045	-474.5705233489601	-6772.494943189045	241.09389915318596	6.885919093171319	-440.5527236337388	6208.222457884976	907.5108746729451	226.48357254811944	129.86544461318476	12	7	25	18	0.18980003981117352	0.3410878650924551	0.1932038567474528	0.27590823834891914
1788000	-7237.400116141632	-6770.172500733144	-467.22761540848757	-6770.172500733144	215.9172250026202	6.885919093171319	-433.71411332191985	8866.340151720287	306.2696288884474	134.80249077538946	118.96133644108332	11	32	4	15	0.18980003981117352	0.3163083545202836	0.20446416656388627	0.2894274391046571
1791000	-7236.716466258259	-6765.147418557369	-471.5690477008899	-6765.147418557369	235.7644254390331	7.198499529414255	-436.75658639256716	10238.095753557833	685.2202356049362	209.4334721129702	142.11085686893372	10	19	7	26	0.18980003981117352	0.3163083545202836	0.20446416656388627	0.2894274391046571
