#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:hcv" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="4" id="bPopSizes.t:hcv" lower="0.0" name="popSizes" spec="beast.core.parameter.RealParameter">380.0</parameter>
#            <groupSizes dimension="4" id="bGroupSizes.t:hcv" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:hcv" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:hcv" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.hcv" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:hcv" jeffreys="true" parameter="@bPopSizes.t:hcv" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="FrequenciesPrior.s:hcv" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:hcv" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="KappaPrior.s:hcv" name="distribution">
#            <parameter id="kappa.s:hcv" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@hcv" id="treeLikelihood.hcv" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:hcv">
#            <siteModel id="SiteModel.s:hcv" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:hcv" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:hcv" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:hcv" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:hcv" kappa="@kappa.s:hcv" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:hcv" id="estimatedFreqs.s:hcv" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:hcv" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:hcv" name="clock.rate" spec="beast.core.parameter.RealParameter">7.9E-4</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
453000	-7234.970436376782	-6760.632203249863	-474.3382331269199	-6760.632203249863	243.50531909799415	7.376630722635178	-436.46319864369565	13871.706011615132	1768.8437875784302	1071.4074391287286	163.3507288716943	9	5	3	45	0.18001429384826864	0.3280961528603356	0.2072305909371876	0.2846589623542081
456000	-7246.691210035214	-6778.995231490202	-467.6959785450114	-6778.995231490202	242.40479054776563	7.376630722635178	-431.1724813022108	15628.19309403616	2695.1632511327603	151.41813575737672	91.24683126908454	10	4	23	25	0.19569242212255417	0.3366650716020507	0.19384008962801577	0.2738024166473793
459000	-7231.409842738457	-6759.705485404837	-471.7043573336194	-6759.705485404837	276.85988155671396	7.376630722635178	-435.78146886573154	3099.8307165662536	4919.767727730105	210.71251369163343	190.46524369738378	1	17	31	13	0.19569242212255417	0.3329786336000872	0.19752652762997927	0.2738024166473793
462000	-7236.028531530006	-6766.417817984985	-469.61071354502064	-6766.417817984985	273.69986958470673	7.376630722635178	-431.91322475737473	6060.781818010862	6735.291192064895	142.38293022491854	272.3658258741076	2	15	34	11	0.19117447039906915	0.3329786336000872	0.20308541562401292	0.27276148037683073
465000	-7236.6388241604345	-6773.793476396374	-462.8453477640608	-6773.793476396374	266.4269316314484	7.456862901722807	-425.635210872263	15929.425459954407	2588.676661047292	142.4122321494203	191.6939491950659	7	9	41	5	0.19117447039906915	0.3329786336000872	0.20308541562401292	0.27276148037683073
468000	-7244.383811825663	-6773.614916979055	-470.76889484660774	-6773.614916979055	233.58668031476637	7.456862901722807	-435.95814477280925	6396.8961678592295	1516.9643049129722	169.83848283656192	169.51738534274196	11	10	30	11	0.19117447039906915	0.3329786336000872	0.20308541562401292	0.27276148037683073
471000	-7235.320818427751	-6763.663597083528	-471.6572213442234	-6763.663597083528	245.3890108407334	7.456862901722807	-439.15435580253234	4167.26360118964	350.4253690749715	168.3425426182494	135.70301178098603	14	12	21	15	0.19117447039906915	0.3329786336000872	0.20308541562401292	0.27276148037683073
474000	-7242.35795306398	-6767.743212155413	-474.6147409085674	-6767.743212155413	255.33639552979804	7.456862901722807	-440.6572837625136	4654.16406360631	1339.4804086870604	120.99068237681493	147.05840748415585	9	11	11	31	0.19117447039906915	0.3329786336000872	0.20308541562401292	0.27276148037683073
477000	-7245.103463552094	-6767.465432958901	-477.63803059319235	-6767.465432958901	233.49488805259227	7.456862901722807	-441.90357397981296	11179.04325251909	1892.3251474031697	235.90768803714292	73.32775267351809	9	11	39	3	0.19117447039906915	0.3329786336000872	0.20308541562401292	0.27276148037683073
480000	-7229.496902186618	-6766.913867880369	-462.5830343062487	-6766.913867880369	259.5729332496485	6.975592393370709	-428.21892815639615	7656.011502249282	487.19886618451807	147.9295390092581	230.21216485447093	12	12	33	5	0.19117447039906915	0.3329786336000872	0.20308541562401292	0.27276148037683073
483000	-7238.650481110643	-6775.4306841047555	-463.21979700588764	-6775.4306841047555	248.68513076241192	7.756648225585707	-430.6965962226145	4197.697709690342	636.7871480038302	151.53469869949404	65.04507448626852	13	10	38	1	0.1817455851500823	0.3424075188490741	0.20308541562401292	0.27276148037683073
486000	-7236.190621672578	-6764.8814081016235	-471.3092135709551	-6764.8814081016235	235.46114095402777	7.756648225585707	-434.27803383772385	2972.8413993506815	6237.299612715544	166.4070560526968	252.38315618118648	1	14	41	6	0.1817455851500823	0.3424075188490741	0.19268509982379192	0.28316179617705173
489000	-7235.801806852882	-6766.912825539594	-468.88898131328693	-6766.912825539594	249.16279736448485	7.756648225585707	-432.06815043954856	9108.764590442166	3452.746631517168	164.13933767209895	224.89548988750738	8	7	26	21	0.19016886048280648	0.3181060295299726	0.21698658914289343	0.27473852084432754
492000	-7251.125716647863	-6782.587995349428	-468.5377212984353	-6782.587995349428	282.81879099583625	7.756648225585707	-429.76292596805234	5591.201481373472	4188.622155044997	117.91446337725952	481.9228381896833	8	9	40	5	0.19016886048280648	0.3181060295299726	0.21698658914289343	0.27473852084432754
495000	-7226.061928166735	-6772.670784971622	-453.3911431951132	-6772.670784971622	248.2582619192816	7.06210775952139	-420.15796248682545	6715.160072835773	126.24447959463284	104.11511553917487	197.10971825916846	15	21	22	4	0.19016886048280648	0.3181060295299726	0.21698658914289343	0.27473852084432754
498000	-7214.353812272957	-6757.010921237263	-457.3428910356941	-6757.010921237263	238.2028400547768	7.882162436120821	-423.16705136710317	7392.437949710473	367.69214805945654	123.97753584070416	207.75978039767642	12	13	23	14	0.19016886048280648	0.3181060295299726	0.2171250917405884	0.2746000182466326
501000	-7215.631537000918	-6767.251774208003	-448.3797627929151	-6767.251774208003	252.16019097189974	6.75907375876092	-413.98646412261434	8400.994468999706	294.61884384955937	64.50984386326657	186.82577502554548	12	13	13	24	0.20363445221105475	0.3181060295299726	0.21693420939684951	0.26132530886212324
504000	-7229.276489031841	-6768.351043011627	-460.92544602021445	-6768.351043011627	226.71834810959794	6.75907375876092	-426.8235876138815	6932.770917631777	567.7958175631818	86.96275418191355	178.53905716902153	11	17	26	8	0.20363445221105475	0.30092080255682957	0.21693420939684951	0.27851053583526625
507000	-7245.05014658339	-6776.949155765461	-468.1009908179292	-6776.949155765461	268.29006131734616	7.892671977726562	-432.83245569242155	9394.8176543235	583.3811493079965	113.08525370430438	231.6187932739723	12	20	26	4	0.20363445221105475	0.30092080255682957	0.21693420939684951	0.27851053583526625
510000	-7232.051079246472	-6767.417451527209	-464.6336277192629	-6767.417451527209	230.34330935827685	6.740868927977472	-431.0144857835547	5890.20301104859	318.2850518481427	156.2462388424784	247.41967354797825	11	12	37	2	0.20151188064615125	0.3101378142839513	0.20983976923463127	0.27851053583526625
513000	-7245.059185297143	-6769.595741536031	-475.46344376111193	-6769.595741536031	224.2380944885169	6.740868927977472	-440.2429474178509	4592.065746167147	709.9826944066817	197.903704982387	545.3712277260732	13	4	37	8	0.20151188064615125	0.3060062937689277	0.2139712897496549	0.27851053583526625
516000	-7224.684812117332	-6771.538810680889	-453.1460014364425	-6771.538810680889	254.22565912968466	7.607628595206985	-417.847714711089	9819.666038884538	1468.9598568063666	163.83013755204198	123.13109385698226	11	3	45	3	0.20151188064615125	0.31095150083921674	0.19941351375399985	0.2881231047606322
519000	-7215.601546807312	-6764.750784916556	-450.85076189075636	-6764.750784916556	252.503851003248	7.921651823449247	-417.5784273251154	5973.419010636208	192.4138308734808	114.80808284802897	192.02967465218296	12	8	38	4	0.20151188064615125	0.31095150083921674	0.19941351375399985	0.2881231047606322
522000	-7235.583334066318	-6769.84521611031	-465.73811795600795	-6769.84521611031	251.37753865938362	7.921651823449247	-431.53233367244985	5604.459234106196	1482.2248384063737	141.92991055502657	106.23636631978465	11	9	39	3	0.20151188064615125	0.31095150083921674	0.19941351375399985	0.2881231047606322
525000	-7227.217818439681	-6762.75909431517	-464.4587241245105	-6762.75909431517	238.37736397360308	7.921651823449247	-432.47586851824235	4139.880605793161	617.21673512248	126.23510232272372	16.569046808902634	13	9	37	3	0.20151188064615125	0.31095150083921674	0.19941351375399985	0.2881231047606322
528000	-7225.89193106603	-6770.966568025098	-454.92536304093187	-6770.966568025098	238.64754301190538	7.921651823449247	-421.82112349392366	5494.639588613212	274.8139624180198	96.48619113562857	165.64764936883358	11	23	23	5	0.20151188064615125	0.31095150083921674	0.22013556989146205	0.26740104862317
531000	-7218.240426702407	-6762.51662129119	-455.7238054112164	-6762.51662129119	247.066280578523	7.921651823449247	-420.93341441636244	5070.641337462847	173.04232993798425	54.52588673859018	253.4761503252428	12	33	11	6	0.20151188064615125	0.31095150083921674	0.22013556989146205	0.26740104862317
534000	-7227.243016876301	-6767.079515606608	-460.16350126969303	-6767.079515606608	241.80212202537982	8.292111736764102	-426.4498439819104	7237.121977360077	265.209768306117	100.0396956112031	168.4988313981869	12	18	27	5	0.20436177173423586	0.31095150083921674	0.21728567880337743	0.26740104862317
537000	-7236.922866419616	-6771.319406004441	-465.6034604151759	-6771.319406004441	276.24150470271917	8.276523342512858	-433.2144063118985	4123.176757945677	285.652005447613	112.65101621759418	140.29220367553285	13	21	19	9	0.18214032661686383	0.33317294595658875	0.21728567880337743	0.26740104862317
540000	-7232.070327637299	-6773.740261741535	-458.3300658957637	-6773.740261741535	239.52585386890019	8.276523342512858	-425.5380857730526	3888.1184402474155	578.8084630119811	68.51474943112149	120.11647343201187	13	15	16	18	0.18214032661686383	0.33317294595658875	0.21728567880337743	0.26740104862317
543000	-7238.843043445082	-6771.717713646934	-467.1253297981485	-6771.717713646934	273.99422121911596	8.832032034116441	-432.7067190597212	5684.266472421798	1013.8841245891774	99.86101255776076	155.85268417659748	11	19	25	7	0.1970371190960657	0.31769340081026043	0.21728567880337743	0.2679838012902964
546000	-7229.30465854473	-6761.976433841505	-467.32822470322463	-6761.976433841505	241.23923379551994	7.78621763321618	-430.76246680807776	7452.693811098916	582.4131059351681	100.25381389418226	396.9154900942535	9	25	22	6	0.1970371190960657	0.31769340081026043	0.21728567880337743	0.2679838012902964
549000	-7230.959370014934	-6761.500891239934	-469.45847877499995	-6761.500891239934	245.62677637573074	8.38271062668173	-434.58879372901015	8184.98600307629	611.8591961968783	117.01006777572566	202.51182250538886	11	20	25	6	0.1970371190960657	0.3220942521965895	0.21288482741704834	0.2679838012902964
552000	-7231.309766714146	-6763.133251732831	-468.1765149813144	-6763.133251732831	246.81782741651259	8.38271062668173	-432.94927457623254	6509.47080387578	740.1402525944998	102.17018793490985	256.02755520807113	8	21	29	4	0.20674376928689167	0.33350053073585917	0.1917718986869527	0.2679838012902964
555000	-7232.082429742893	-6774.1639968825275	-457.9184328603655	-6774.1639968825275	252.00006494218982	6.602802558468966	-422.5423194656974	9433.436835228698	575.4494316755467	66.687110329247	203.95637877493596	8	27	23	4	0.20674376928689167	0.33350053073585917	0.1917718986869527	0.2679838012902964
558000	-7247.873205065769	-6773.619883034249	-474.2533220315197	-6773.619883034249	280.794549724094	6.594268964915667	-438.3419916155812	9006.003209036675	514.6638908164186	128.64953594847856	387.5851086917099	10	26	21	5	0.20674376928689167	0.33350053073585917	0.1917718986869527	0.2679838012902964
561000	-7240.631110020395	-6772.744844414824	-467.88626560557043	-6772.744844414824	250.31379479294125	6.594268964915667	-434.61125887280616	6917.110261000745	222.89166984535737	105.14501012530103	183.57512409252305	12	31	13	6	0.19159168665973136	0.31254627099715493	0.1917718986869527	0.304090143656161
564000	-7247.487578158541	-6771.07773962511	-476.4098385334311	-6771.07773962511	258.1099849871156	6.605273753438791	-442.40690988396886	8265.189230707674	519.9572303514117	183.90100315364143	146.4522817353224	11	22	19	10	0.19159168665973136	0.31254627099715493	0.1917718986869527	0.304090143656161
567000	-7234.021890682943	-6771.222325452883	-462.7995652300607	-6771.222325452883	260.2876821139503	6.839232973495137	-429.1991051011592	6777.917874775629	307.169353759037	99.08638825251545	191.1512025151992	10	26	22	4	0.2042459675760261	0.3164039821441335	0.19447644831197747	0.28487360196786293
570000	-7246.976564386214	-6773.287564975901	-473.68899941031293	-6773.287564975901	260.91927455779035	8.435084085408379	-439.11908375596767	8739.455226697422	473.35973110175456	128.6660260393406	178.95238698783214	10	30	18	4	0.2042459675760261	0.3164039821441335	0.18733418017872677	0.29201587010111363
573000	-7250.113945978168	-6782.221558106374	-467.89238787179374	-6782.221558106374	269.1533090223446	8.11643160217483	-433.20278800689914	9593.595168661826	335.7317813640998	99.24437758105748	197.3489226871925	9	38	10	5	0.2042459675760261	0.32234778059877955	0.18733418017872677	0.2860720716464676
576000	-7240.873842529018	-6769.154607097162	-471.719235431856	-6769.154607097162	237.03403038087083	8.11643160217483	-435.5969514988465	10122.811798497862	344.77229287643297	217.16716219121318	471.4287638417615	8	31	17	6	0.19845810566587616	0.32234778059877955	0.20789668342287307	0.2712974303124712
579000	-7229.0678785514565	-6758.967079210177	-470.10079934127924	-6758.967079210177	251.8179897072372	6.914512195072887	-435.69480517640835	9865.66739115278	599.3799068144751	142.5204142907728	143.06405805633014	8	17	34	3	0.19845810566587616	0.32234778059877955	0.20789668342287307	0.2712974303124712
582000	-7233.07862761243	-6760.388335697563	-472.6902919148672	-6760.388335697563	240.79560620288706	6.750017786861069	-438.9411988960177	6467.10087038227	396.6747508466262	299.00018738505264	115.14718539166232	10	15	15	22	0.19845810566587616	0.32234778059877955	0.19616029006769312	0.2830338236676512
585000	-7236.251674028263	-6763.149566284193	-473.10210774407005	-6763.149566284193	259.2225876390961	6.859494870664804	-432.7776500556963	995.6343196902791	7928.292624466983	289.6371722434799	153.33261455424952	3	8	31	20	0.19845810566587616	0.3143439016100695	0.19616029006769312	0.29103770265636125
588000	-7236.738368457485	-6764.516054013886	-472.2223144435997	-6764.516054013886	256.33104171878693	7.45613149747071	-437.18075942659783	9387.374255188453	599.8875669501563	340.962659205608	139.65431793415974	8	6	30	18	0.21154375032109068	0.3143439016100695	0.19616029006769312	0.2779520580011467
591000	-7256.409766965161	-6794.106223535778	-462.30354342938335	-6794.106223535778	223.52412922059042	7.45613149747071	-428.4587464818252	8061.872358304114	391.26648222160355	169.6177523570449	134.52172722215514	11	16	19	16	0.21154375032109068	0.3143439016100695	0.19616029006769312	0.2779520580011467
594000	-7242.12467778228	-6767.512747496074	-474.6119302862064	-6767.512747496074	269.4217057083785	7.45613149747071	-439.6954615074801	6842.4676006298605	744.4534931320403	167.21497172564906	286.3370683609193	9	21	27	5	0.21154375032109068	0.3143439016100695	0.19616029006769312	0.2779520580011467
597000	-7244.343931182285	-6771.020133616319	-473.3237975659662	-6771.020133616319	272.38795101358215	7.45613149747071	-439.49105042555846	5117.700805502511	584.297027437746	118.69767567593918	214.91288559574733	15	12	29	6	0.19635523538854702	0.32953241654261317	0.19616029006769312	0.2779520580011467
600000	-7245.59724948031	-6773.195422831846	-472.40182664846344	-6773.195422831846	246.99564845293585	7.45613149747071	-438.051114940378	5111.361353819663	466.60476034149406	127.71263956683758	310.9907307239883	14	17	23	8	0.19524481341649094	0.32953241654261317	0.19616029006769312	0.27906247997320277
603000	-7236.9249481290935	-6764.452558861331	-472.472389267762	-6764.452558861331	250.2761159188579	7.45613149747071	-438.74802674217955	6035.755145691005	420.3310915336179	234.39408672965146	166.69950460651944	14	20	8	20	0.19871975745093942	0.32953241654261317	0.19616029006769312	0.2755875359387543
606000	-7249.77648913612	-6769.696905519255	-480.0795836168655	-6769.696905519255	239.67029159451693	7.45613149747071	-445.67821735252636	7446.287996401979	903.7537781833702	250.43122156542404	91.47847710236641	12	10	21	19	0.19011358153382954	0.32953241654261317	0.19616029006769312	0.2841937118558642
609000	-7236.422076632564	-6761.846992834212	-474.5750837983521	-6761.846992834212	256.43605051952693	7.45613149747071	-440.3161241515816	6999.319632235108	623.4259809447618	263.6056182543938	145.85489364582804	10	15	7	30	0.18797300995786628	0.32953241654261317	0.19616029006769312	0.28633428343182743
612000	-7239.8602445515335	-6762.709510174013	-477.15073437752017	-6762.709510174013	246.55593197061708	8.029961731037172	-442.5191240180397	10739.47213313554	585.0179788016391	141.43382473632394	119.91170619129596	8	24	6	24	0.18797300995786628	0.32953241654261317	0.19616029006769312	0.28633428343182743
615000	-7227.7839158896795	-6758.706800990968	-469.07711489871116	-6758.706800990968	253.41606155369996	8.029961731037172	-433.7202399311882	9362.033223628205	811.335940234157	154.21882945870988	224.16188786129754	8	16	33	5	0.18797300995786628	0.31836790204927246	0.2073248045610338	0.28633428343182743
618000	-7234.250487054308	-6772.3028863755735	-461.94760067873426	-6772.3028863755735	229.94687076662206	8.029961731037172	-427.2224258450684	18887.314466620777	369.00967692862446	153.91175844643595	7.409079681546363	9	11	41	1	0.18797300995786628	0.32676987096991095	0.1989228356403953	0.28633428343182743
621000	-7236.091713374712	-6773.485504954631	-462.60620842008024	-6773.485504954631	243.5043458746101	8.029961731037172	-429.8809095380938	3793.017253068981	467.701411988242	103.82663140631522	156.45654497549654	11	14	30	7	0.19698772235580841	0.32676987096991095	0.1989228356403953	0.2773195710338853
624000	-7253.997967677139	-6789.430797042174	-464.5671706349645	-6789.430797042174	245.71293641223795	7.433680026523458	-429.5469779681354	7665.165318668363	1066.7172020387156	123.33679401768885	199.47195294902008	11	8	37	6	0.19698772235580841	0.32966394234177104	0.1989228356403953	0.27442549966202523
627000	-7252.280236456938	-6786.335050691591	-465.9451857653465	-6786.335050691591	238.05040625511825	7.433680026523458	-430.9249931136242	5881.546005596627	402.019082413845	96.79974779580176	320.48403246329036	11	18	29	4	0.19698772235580841	0.32966394234177104	0.1989228356403953	0.27442549966202523
630000	-7241.742564881399	-6771.919123954737	-469.82344092666193	-6771.919123954737	256.20771855373465	7.433680026523458	-436.20496612682393	5509.893081651934	769.9942041456552	169.61908090354626	131.9523935137339	10	14	37	1	0.19698772235580841	0.3243481471113838	0.1989228356403953	0.27974129489241245
633000	-7234.497370079924	-6770.893421689239	-463.6039483906842	-6770.893421689239	247.9128601629062	7.823785969835828	-430.2528059801873	6335.517303104511	1033.0944908812291	142.57148773226672	12.144066726741656	8	14	38	2	0.19821588002824286	0.3353005017024573	0.1968721239187696	0.2696114943505303
636000	-7236.340105249929	-6770.219287215301	-466.12081803462837	-6770.219287215301	222.2734353622714	7.447351458404197	-433.70225003340903	6524.4571899513985	498.64498810598093	111.13823151062294	17.22370630817777	10	14	37	1	0.19821588002824286	0.3353005017024573	0.19121821250258134	0.27526540576671854
639000	-7233.672558417067	-6776.432777582286	-457.23978083478187	-6776.432777582286	230.18183505036907	7.447351458404197	-423.1697985479698	8870.138048414292	922.8901177986181	163.0706190129628	34.516757535873744	8	14	37	3	0.19821588002824286	0.3353005017024573	0.19121821250258134	0.27526540576671854
642000	-7256.841932979412	-6774.014623709386	-482.82730927002683	-6774.014623709386	232.19996521690993	6.62230776286749	-448.07714793722914	6727.478307303681	1162.8543068192723	226.78953018161332	223.4929304755332	10	19	29	4	0.19535619533782383	0.3353005017024573	0.19407789719300036	0.27526540576671854
645000	-7236.942048552721	-6770.376598152229	-466.5654504004919	-6770.376598152229	226.42205734102612	7.18408572012951	-431.32584815804313	9423.967792293943	2384.8795773203697	185.48132762290265	35.36807003295841	11	5	43	3	0.19535619533782383	0.3353005017024573	0.19407789719300036	0.27526540576671854
648000	-7244.790214832749	-6773.117794665098	-471.67242016765175	-6773.117794665098	252.64653841599213	7.18408572012951	-436.8940580990007	5636.572647911887	1553.461471857976	280.42591044208945	181.55576400301265	9	6	30	17	0.19535619533782383	0.3353005017024573	0.19407789719300036	0.27526540576671854
651000	-7255.4517353245665	-6778.3949894855205	-477.05674583904596	-6778.3949894855205	248.79377350425196	7.971727090367634	-440.64027129660764	7356.933822597507	3588.8455748128913	303.1456504667226	166.48388326501913	9	3	24	26	0.20919664986884837	0.3248493869253942	0.19407789719300036	0.2718760660127571
654000	-7238.366009384705	-6773.246739352808	-465.119270031897	-6773.246739352808	258.394452715908	7.971727090367634	-429.63700531390253	8194.324112786693	264.15104007205747	484.40046601274946	119.16115582248021	10	18	10	24	0.1861032730380674	0.3257557444055476	0.21626491654362795	0.2718760660127571
657000	-7239.861712078815	-6777.083814860865	-462.7778972179505	-6777.083814860865	254.65544164186667	7.971727090367634	-428.2802250164312	8636.00279003024	441.0230369414282	225.77986143463485	160.35048153410656	9	20	22	11	0.1861032730380674	0.3257557444055476	0.21626491654362795	0.2718760660127571
660000	-7230.56106123227	-6766.820618833609	-463.7404423986612	-6766.820618833609	248.5614208620486	7.971727090367634	-431.0412294215171	6529.520084457718	282.46005870544184	177.01104912684016	9.372271418068808	10	25	26	1	0.1861032730380674	0.3257557444055476	0.21626491654362795	0.2718760660127571
663000	-7248.4928450538755	-6778.828005924422	-469.6648391294535	-6778.828005924422	253.46287413539122	7.971727090367634	-436.0629885214935	10955.95722204611	471.9343394798458	99.29219611659714	39.894940542005834	7	22	30	3	0.19683375005807408	0.3257557444055476	0.21626491654362795	0.2611455889927504
666000	-7243.218282813714	-6772.885552199019	-470.3327306146951	-6772.885552199019	249.71394066794804	8.440573923130996	-435.21797171797505	14093.865874941946	554.4578749486101	172.22039468189837	86.9890424055694	11	9	39	3	0.19683375005807408	0.3257557444055476	0.21626491654362795	0.2611455889927504
669000	-7249.513455873818	-6772.611801865052	-476.9016540087661	-6772.611801865052	258.6334664853383	8.440486526232556	-441.40860992428924	7153.081080493678	2386.678588820595	207.90113413553195	108.32244806474894	12	8	40	2	0.2025203398385929	0.3200691546250288	0.22418852646192733	0.25322197907445104
672000	-7253.923618601919	-6773.8596073352555	-480.06401126666304	-6773.8596073352555	255.83679836613433	6.688622234470428	-446.1539276562829	8840.640497526721	637.2380477061795	153.19612328298194	96.90883369300744	11	11	30	10	0.18308336110878018	0.3200691546250288	0.22418852646192733	0.2726589578042638
675000	-7240.5342829186	-6764.550974791549	-475.983308127051	-6764.550974791549	265.1967316170645	8.039235025833664	-443.635870336317	3955.0172692560204	347.93658207428047	158.1337810685319	114.07238515881652	12	25	4	21	0.1956768709222801	0.32966764005077015	0.21459004103618595	0.26006544799076386
678000	-7254.379461307999	-6766.644737400813	-487.7347239071855	-6766.644737400813	262.54028817288344	7.43292401926247	-453.5286814026724	6668.736194663343	490.16571631549533	180.90502229656522	233.11120806429568	12	20	14	16	0.1956768709222801	0.32966764005077015	0.21459004103618595	0.26006544799076386
681000	-7243.396528203547	-6767.331713154832	-476.0648150487146	-6767.331713154832	254.48807626107464	7.43292401926247	-440.22919453543716	6090.457565730307	431.8359252613432	819.8376032838303	154.38655289396132	14	12	4	32	0.19007334104429793	0.32966764005077015	0.21459004103618595	0.26566897786874605
684000	-7244.070512643561	-6774.8541725338955	-469.2163401096656	-6774.8541725338955	260.3548912324947	7.013694087765796	-435.32514340249037	4245.598631374323	607.0560455481591	462.27596896970476	165.12415021578855	10	18	1	33	0.19007334104429793	0.32510160892633305	0.21915607216062305	0.26566897786874605
687000	-7237.793142507906	-6767.078098809553	-470.7150436983526	-6767.078098809553	240.69406547267988	7.541854214717717	-434.7691801020474	9669.873130461923	1437.0378293213691	371.6541405442914	186.19910524215823	8	4	23	27	0.19007334104429793	0.3390333261820789	0.20522435490487723	0.26566897786874605
690000	-7234.1274219106435	-6768.481260110608	-465.6461618000354	-6768.481260110608	234.83511269193727	7.541854214717717	-429.7327797563439	4935.86663897581	3552.738458119716	224.81891972308884	232.73285555627635	11	1	31	19	0.19007334104429793	0.3390333261820789	0.20522435490487723	0.26566897786874605
693000	-7227.7750888966475	-6767.142520165424	-460.6325687312233	-6767.142520165424	267.2632927207812	7.541854214717717	-427.7742963868994	5149.045295843632	326.9489366708194	82.76592727089968	144.58309948582223	11	27	7	17	0.19007334104429793	0.34531783305715774	0.19893984802979833	0.26566897786874605
696000	-7224.448776524348	-6765.493886685933	-458.95488983841506	-6765.493886685933	234.90509211505517	7.541854214717717	-426.08523175878514	6824.552965253233	240.05095789930158	93.7365895438491	119.07447178779323	12	28	15	7	0.19007334104429793	0.34531783305715774	0.19893984802979833	0.26566897786874605
699000	-7223.14587608607	-6766.182482045995	-456.9633940400741	-6766.182482045995	230.60236698126752	7.541854214717717	-423.7835745817657	5766.453076474116	284.65748265346224	157.9619839582156	165.30498146412177	12	28	14	8	0.18879349342362403	0.34531783305715774	0.20450326999714408	0.2613854035220742
702000	-7250.291370087616	-6772.646317437981	-477.6450526496349	-6772.646317437981	278.2884452333847	7.541854214717717	-442.93923617722425	7985.399682055096	268.61899453801624	224.35616459105597	306.0002967653934	14	37	7	4	0.18879349342362403	0.34531783305715774	0.20450326999714408	0.2613854035220742
705000	-7242.16880833975	-6784.8957471371905	-457.27306120256	-6784.8957471371905	258.25740423785555	7.541854214717717	-422.0063156809216	8772.026296306649	195.73522047742605	75.03725711116638	271.0265691943428	11	27	18	6	0.18879349342362403	0.30508050650472923	0.21311117180467998	0.2930148282669668
708000	-7241.3580124617865	-6783.530624727384	-457.8273877344031	-6783.530624727384	274.8229297656425	7.541854214717717	-424.308902956602	5930.021912021704	278.0775419275328	98.33844440024268	199.6555242664781	10	35	13	4	0.18879349342362403	0.3237666117023137	0.21268212358946897	0.27475777128459333
711000	-7226.81278595974	-6773.545549629289	-453.26723633045066	-6773.545549629289	246.90716155900978	7.541854214717717	-417.8465788401724	12381.875369153895	228.18168863512156	90.88411260098442	247.24499850986982	10	31	14	7	0.18879349342362403	0.3237666117023137	0.21268212358946897	0.27475777128459333
